Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
DISCOUNT FOOD BEER & WINE,Routine,10/23/2019,99,3627,BONNIE VIEW,#B,75216,3627 BONNIE VIEW RD #B,10/1/2019,FY2020,32.7139056,-96.776315,Restaurant,4.5,738
DISCOUNT FOOD MART,Routine,10/8/2018,84,7491,WESTMORELAND,,75237,7491 S WESTMORELAND RD,10/1/2018,FY2019,32.6553429,-96.8857921,Restaurant,4.4,1129
DISH PRESTON HOLLOW,Routine,12/12/2017,80,8611,HILLCREST,#100,75225,8611 HILLCREST RD #100,12/1/2017,FY2018,32.86687,-96.7871977,Restaurant,4.4,21
DISTRICT DOWNTOWN,Routine,6/28/2019,95,1520,MAIN,#B,75201,1520 MAIN ST #B,6/1/2019,FY2019,32.7805146,-96.7986281,Restaurant,4.1,1745
DIVINOS PIZZA,Routine,3/28/2019,84,708,PEAK,,75223,708 S PEAK ST,3/1/2019,FY2019,32.7868671,-96.7648442,Restaurant,3.8,114
DOC POPCORN,Routine,4/16/2019,100,920,HARWOOD,#179,75201,920 S HARWOOD DR #179,4/1/2019,FY2019,32.77747,-96.7900856,Restaurant,4.4,355
DOLCE RIVIERA,Routine,8/26/2019,88,2950,HARWOOD,#115,75201,2950 N HARWOOD ST #115,8/1/2019,FY2019,32.7957301,-96.809446,Restaurant,4.3,294
DOLCERIA GLORIA,Routine,12/20/2019,95,11200,HARRY HINES,#C12,75229,11200 HARRY HINES BLVD #C12,12/1/2019,FY2020,32.8893179,-96.887467,Restaurant,3.6,16
DOLLAR GENERAL,Routine,4/18/2019,100,342,ST AUGUSTINE,,75217,342 S ST AUGUSTINE RD,4/1/2019,FY2019,32.707154,-96.656638,Restaurant,3.7,195
DOLLAR HOUSE,Routine,12/5/2019,82,1150,KIEST,#214,75224,1150 W KIEST BLVD #214,12/1/2019,FY2020,32.7050521,-96.8419257,Restaurant,4.4,104
DOLLAR TREE,Routine,7/15/2019,86,4777,VISTAWOOD,#150,75232,4777 VISTAWOOD BLVD #150,7/1/2019,FY2019,32.6867819,-96.825942,Restaurant,3.1,471
DOLLAR TREE,Routine,11/29/2018,87,5334,ROSS,#700,75206,5334 ROSS AVE #700,11/1/2018,FY2019,32.8088612,-96.7707297,Restaurant,3.9,602
DOLLAR TREE,Routine,11/28/2018,95,9208,RL THORNTON,#101A,75212,9208 E RL THORNTON FRWY STE #101A,11/1/2018,FY2019,32.7951937,-96.6869278,Restaurant,3.7,459
DOLLAR TREE,Routine,10/20/2018,95,6465,MOCKINGBIRD,#370,75214,6465 E MOCKINGBIRD LN #370,10/1/2018,FY2019,32.8369141,-96.7503457,Restaurant,4.3,381
DOLPHIN LOUNGE,Routine,2/17/2019,92,1404,RIVERFRONT,,75207,1404 N RIVERFRONT BLVD,2/1/2019,FY2019,32.7902791,-96.820048,Restaurant,4.6,5
DOMA SEOLLEONGTANG,Routine,8/21/2019,88,11441,STEMMONS,#137,75229,11441 N STEMMONS FRWY #137,8/1/2019,FY2019,32.8986647,-96.8990361,Restaurant,2.6,7
DOMINO'S PIZZA,Routine,11/14/2019,94,1820,MOCKINGBIRD,#10,75235,1820 W MOCKINGBIRD LN #10,11/1/2019,FY2020,32.8216964,-96.8541098,Restaurant,4.6,711
DOMINO'S PIZZA,Routine,8/14/2019,97,18352,DALLAS,#140,75287,18352 DALLAS PKWY #140,8/1/2019,FY2019,32.9994863,-96.8282889,Restaurant,4.5,325
DOMINO'S PIZZA,Routine,3/8/2019,93,4950,ILLINOIS,#109,75211,4950 W ILLINOIS AVE #109,3/1/2019,FY2019,32.7193877,-96.9071424,Restaurant,3.8,146
DOMINO'S PIZZA,Routine,12/28/2018,93,940,RIVERFRONT,,75207,940 N RIVERFRONT BLVD,12/1/2018,FY2019,32.7862316,-96.8170355,Restaurant,4.4,96
DON CHINGON,Follow-up,6/13/2018,80,2237,GREENVILLE,,75206,2237 GREENVILLE AVE,6/1/2018,FY2018,32.8170052,-96.770622,Restaurant,4.6,173
DON JORGE'S COCINA,Routine,9/9/2019,84,1436,BUCKNER,,75217,1436 S BUCKNER BLVD,9/1/2019,FY2019,32.7372065,-96.6825256,Restaurant,3.9,7
DON PEPE'S,Routine,12/26/2019,85,3616,HAMPTON,,75212,3616 N HAMPTON RD,12/1/2019,FY2020,32.7868866,-96.8560748,Restaurant,4.2,155
DON TACO,Routine,12/17/2019,80,3806,POLK,,75224,3806 S POLK ST,12/1/2019,FY2020,32.6972525,-96.8396015,Restaurant,3.3,343
DONA MARIA,Routine,11/11/2019,82,13490,TI,#103,75243,13490 TI BLVD #103,11/1/2019,FY2020,32.9314399,-96.7480628,Restaurant,4.6,261
DONGBOSUNG,Routine,9/28/2019,85,11445,EMERALD,#115,75229,11445 EMERALD ST #115,9/1/2019,FY2019,32.8972073,-96.9000341,Restaurant,4.1,102
DONUT KING,Routine,7/18/2019,92,4105,SKILLMAN,#A,75206,4105 SKILLMAN ST #A,7/1/2019,FY2019,32.8359827,-96.761814,Restaurant,4.4,60
DONUT PALACE,Routine,3/20/2019,94,5549,LOVERS,,75209,5549 W LOVERS LN,3/1/2019,FY2019,32.8515469,-96.8178293,Restaurant,4.7,39
DONUT PALACE,Routine,2/13/2019,93,18111,DALLAS,#600,75287,18111 DALLAS PKWY #600,2/1/2019,FY2019,32.9958891,-96.8302009,Restaurant,4.4,544
DONUT PALACE,Routine,12/13/2018,94,8989,FOREST,#140,75243,8989 FOREST LN #140,12/1/2018,FY2019,32.9096369,-96.7494829,Restaurant,4.5,256
DONUTS N COFFEE,Routine,2/8/2019,90,3232,ILLINOIS,100,75211,3232 W ILLINOIS AVE STE 100,2/1/2019,FY2019,32.7199915,-96.8738445,Restaurant,4.7,264
DOS GENERALES TAQUERIA,Routine,8/15/2018,87,1109,WALTON WALKER,,75211,1109 S WALTON WALKER BLVD,8/1/2018,FY2018,32.7344971,-96.9209763,Restaurant,4.2,11
DOUBLE D'S BAR-BQ,Routine,8/23/2019,90,2110,NORTHWEST,#B,75220,2110 W NORTHWEST HWY #B,8/1/2019,FY2019,32.8657777,-96.9048567,Restaurant,4.7,469
DOUBLETREE (EMPLOYEE CAFETERIA),Routine,8/26/2019,98,8250,CENTRAL,,75206,8250 N CENTRAL EXPW,8/1/2019,FY2019,32.862876,-96.7686845,Restaurant,5,1
DREAM CAFE,Routine,12/23/2019,80,6465,MOCKINGBIRD,#380,75214,6465 E MOCKINGBIRD LN STE #380,12/1/2019,FY2020,32.8369141,-96.7503457,Restaurant,4.3,381
DUC CHUONG MIDNITE GARLAND,Routine,2/21/2019,83,9780,WALNUT,#138,75243,9780 WALNUT ST #138,2/1/2019,FY2019,32.9216441,-96.719405,Restaurant,4.3,2106
DUDE SWEET CHOCOLATE,Routine,3/6/2019,93,408,EIGHTH,102,75208,408 W EIGHTH ST 102,3/1/2019,FY2019,32.7479649,-96.8288547,Restaurant,4.7,338
DUGG BURGER,Routine,3/16/2019,90,9540,GARLAND,#407,75218,9540 GARLAND RD #407,3/1/2019,FY2019,32.8338899,-96.7011693,Restaurant,3.7,262
DULCERIA GLORIA,Routine,11/24/2019,96,10788,HARRY HINES,E28,75220,10788 HARRY HINES BLVD E28,11/1/2019,FY2020,32.8741288,-96.8828494,Restaurant,3.4,9
DUNSTON'S STEAKHOUSE,Routine,10/29/2019,80,8526,HARRY HINES,,75235,8526 HARRY HINES BLVD,10/1/2019,FY2020,32.8377633,-96.8642915,Restaurant,4.3,1279
DYNAMIC CAFE/ DYNAMIC LOVE FOR CHILDREN & YOUTH,Routine,2/22/2017,80,3917,CAMP WISDOM,#103,75237,3917 W CAMP WISDOM RD STE #103,2/1/2017,FY2017,32.6627704,-96.88344,Restaurant,4.9,21
E Z SHOP,Routine,11/19/2018,96,10550,WALNUT,,75243,10550 WALNUT ST,11/1/2018,FY2019,32.9159774,-96.7016052,Restaurant,4.5,2422
EASTRIDGE DQ,Routine,11/12/2019,87,6445,EASTRIDGE,,75231,6445 EASTRIDGE DR,11/1/2019,FY2020,32.8624718,-96.7481669,Restaurant,3.8,233
EASTWOOD'S BAR,Follow-up,7/19/2019,91,3407,MCKINNEY,,75204,3407 MCKINNEY AVE,7/1/2019,FY2019,32.8054221,-96.7989539,Restaurant,4.3,12
EASY SLIDER,Routine,7/30/2019,95,4902,GREENVILLE,,75206,4902 GREENVILLE AVE,7/1/2019,FY2019,32.8469825,-96.7697079,Restaurant,4.6,275
EAT ZONE,Routine,8/19/2019,80,3003,ILLINOIS,1,75216,3003 E ILLINOIS AVE STE 1,8/1/2019,FY2019,32.7171343,-96.7762941,Restaurant,4.3,61
EDELIN'S SHAKES & CAKES,Routine,12/6/2019,89,11200,HARRY HINES,#S3,75229,11200 HARRY HINES BLVD #S3,12/1/2019,FY2020,32.8893179,-96.887467,Restaurant,3.6,16
EDIBLE ARRANGEMENTS,Routine,12/3/2018,92,18101,PRESTON,#209,75252,18101 PRESTON RD #209,12/1/2018,FY2019,32.9987735,-96.7990149,Restaurant,4.7,126
EDITH PATISSERIE,Routine,11/29/2018,82,5331,MOCKINGBIRD,#160,75206,5331 E MOCKINGBIRD LN #160,11/1/2018,FY2019,32.8376887,-96.7762529,Restaurant,4.4,39
EGG ROLL EXPRESS,Routine,10/15/2019,80,3611,FOREST,,75234,3611 FOREST LN,10/1/2019,FY2020,32.9100467,-96.85832,Restaurant,4,203
EGGSELLENT CAFE II,Routine,10/31/2019,91,4218,LEMMON,,75219,4218 LEMMON AVE,10/1/2019,FY2020,32.8165956,-96.8104554,Restaurant,3,2
EINSTEIN BROS BAGELS,Routine,10/7/2019,83,6011,ROYAL,,75230,6011 ROYAL LN,10/1/2019,FY2020,32.8951268,-96.8033047,Restaurant,4.2,298
EL ANTOJO PRODUCE,Routine,2/14/2019,85,210,IRA,,75211,210 N IRA AVE,2/1/2019,FY2019,32.7472224,-96.9164335,Restaurant,4.4,381
EL CALENTANO TORTERIA & TAQUERIA,Follow-up,10/31/2019,80,2742,EWING,,75216,2742 S EWING AVE,10/1/2019,FY2020,32.713414,-96.810628,Restaurant,4.2,97
EL CANTANTE COCINA MEXICANA,Follow-up,9/26/2017,84,4314,LIVE OAK,,75204,4314 LIVE OAK ST,9/1/2017,FY2017,32.7984535,-96.7769466,Restaurant,4.3,42
EL CHAROLAZO,Routine,10/19/2017,100,11200,HARRY HINES,#WXZ,75229,11200 HARRY HINES BLVD #WXZ,10/1/2017,FY2018,32.8893179,-96.887467,Restaurant,3.6,16
EL CHIROLO,Routine,12/31/2019,92,2244,GUS THOMASSON,,75228,2244 GUS THOMASSON RD,12/1/2019,FY2020,32.8343212,-96.6768511,Restaurant,4.7,38
EL DISTRICTO,Routine,11/9/2017,80,7402,GREENVILLE,#320,75252,7402 GREENVILLE AVE #320,11/1/2017,FY2018,32.8804472,-96.7587663,Restaurant,5,1
EL EMPERADOR,Routine,10/22/2019,90,10229,HARRY HINES,,75220,10229 HARRY HINES BLVD,10/1/2019,FY2020,32.8627925,-96.8813913,Restaurant,5,1
EL FENIX,Routine,7/8/2019,93,240,WEBB CHAPEL VILLAGE,,75229,240 WEBB CHAPEL VILLAGE S/C,7/1/2019,FY2019,32.9088152,-96.8711142,Restaurant,4.6,368
EL FENIX,Routine,2/15/2019,92,9090,SKILLMAN,#158,75243,9090 SKILLMAN ST #158,2/1/2019,FY2019,32.8972395,-96.7202727,Restaurant,4.5,266
EL GLOBO TAQUERIA,Routine,8/8/2019,80,212,LLEWELLYN,,75208,212 S LLEWELLYN AVE,8/1/2019,FY2019,32.7436464,-96.8319363,Restaurant,4.1,169
EL GORDO,Routine,11/25/2019,99,4841,BERNAL,,75212,4841 BERNAL DR,11/1/2019,FY2020,32.7844588,-96.9002494,Restaurant,4.8,24
EL GUERRERENSE,Routine,1/11/2020,95,2215,OATES,#C,75228,2215 OATES DR STE #C,1/1/2020,FY2020,32.8218047,-96.6775535,Restaurant,4.3,12
EL HOYO,Routine,8/15/2019,73,4822,GASTON,,75246,4822 GASTON AVE,8/1/2019,FY2019,32.7991656,-96.7696948,Restaurant,4,1
EL HUARACHE RESTAIRANT,Routine,12/18/2019,80,3237,NORTHWEST,#102,75220,3237 W NORTHWEST HWY #102,12/1/2019,FY2020,32.8562641,-96.8658746,Restaurant,3.7,258
EL JORDAN CAFE,Routine,11/21/2019,84,416,BISHOP,,75208,416 N BISHOP AVE,11/1/2019,FY2020,32.748796,-96.8281964,Restaurant,4.5,689
EL MAYOREO MEAT MARKET,Routine,10/16/2019,87,1105,WALTON WALKER,,15751,1105 S WALTON WALKER BLVD,10/1/2019,FY2020,32.7341222,-96.9204135,Restaurant,5,1
EL MERENDERO RESTAURANT,Routine,7/19/2019,91,333,MOCKINGBIRD,,75247,333 W MOCKINGBIRD LN,7/1/2019,FY2019,32.8044134,-96.8740959,Restaurant,3.7,265
EL MERO MERO TAMALERO,Routine,10/15/2019,84,920,HARWOOD,#110,75201,920 S HARWOOD #110,10/1/2019,FY2020,32.77747,-96.7900856,Restaurant,4.4,355
EL MICHOACANO RESTAURANTE,Routine,12/27/2019,88,10817,DENTON,#B,75220,10817 DENTON DR #B,12/1/2019,FY2020,32.8753332,-96.8826501,Restaurant,4.6,12
EL MIGUELENO CAFE,Routine,12/26/2019,81,10788,HARRY HINES,B-11A,75220,10788 HARRY HINES BLVD B-11A,12/1/2019,FY2020,32.8740701,-96.8825219,Restaurant,3.4,9
EL MIGUELENO CAFE,Routine,4/21/2018,63,10788,HARRY HINES,#G-10,75220,10788 HARRY HINES BLVD #G-10,4/1/2018,FY2018,32.8741288,-96.8828494,Restaurant,3.4,9
EL MOLCAJETAZO RESTAURANT,Routine,12/23/2019,84,11055,DENNIS,#20,75229,11055 DENNIS RD #20,12/1/2019,FY2020,32.8989191,-96.8818006,Restaurant,4,157
EL MOLCAJETE,Routine,8/14/2019,86,2306,BUCKNER,,75227,2306 S BUCKNER BLVD,8/1/2019,FY2019,32.7526654,-96.6824201,Restaurant,4.4,362
EL MOLCAJETE,Routine,4/17/2019,93,8224,LAKE JUNE,#A,75217,8224 LAKE JUNE RD STE #A,4/1/2019,FY2019,32.7340097,-96.6798718,Restaurant,4.6,84
EL NORTENO,Routine,9/18/2019,82,306,SANER,,75216,306 E SANER AVE,9/1/2019,FY2019,32.7130234,-96.8201318,Restaurant,4.4,14
EL PAISA,Routine,12/16/2019,80,10844,HARRY HINES,,75220,10844 HARRY HINES BLVD,12/1/2019,FY2020,32.8760209,-96.8837838,Restaurant,4.1,772
EL PAISA COCINA,Routine,12/12/2019,81,2574,WALNUT HILL,,75229,2574 WALNUT HILL LN,12/1/2019,FY2020,32.880695,-96.890986,Restaurant,4.3,566
EL PAISA COCINA,Routine,10/22/2019,92,10091,HARRY HINES,,75220,10091 HARRY HINES BLVD,10/1/2019,FY2020,32.8602522,-96.8812715,Restaurant,4.2,780
EL PAISA COCINA MEXICANA,Routine,12/3/2019,80,3617,FOREST,,75234,3617 FOREST LN,12/1/2019,FY2020,32.9100167,-96.8580685,Restaurant,4,203
EL PAISANO,Routine,11/20/2019,88,2903,LOMBARDY,,75220,2903 LOMBARDY LN,11/1/2019,FY2020,32.8667267,-96.8766034,Restaurant,4.1,2871
EL PAISANO,Routine,11/25/2019,84,2911,LOMBARDY,#101,75220,2911 LOMBARDY LN #101,11/1/2019,FY2020,32.8669113,-96.8764358,Restaurant,4.1,2871
EL PAISANO,Routine,11/20/2019,85,2911,LOMBARDY,#A-1,75229,2911 LOMBARDY LN #A-1,11/1/2019,FY2020,32.8669113,-96.8764358,Restaurant,4.1,2871
EL PAISANO,Routine,8/7/2019,80,305,CARROLL,100,75226,305 S CARROLL AVE 100,8/1/2019,FY2019,32.7899709,-96.7661391,Restaurant,4.1,1100
EL PATRON SPORTS BAR,Routine,5/10/2019,95,10571,DENTON,,75220,10571 DENTON DR,5/1/2019,FY2019,32.8684618,-96.8806545,Restaurant,3.7,9
EL PODER,Routine,6/21/2019,85,2534,ROYAL,#G-5,75229,2534 ROYAL LN #G-5,6/1/2019,FY2019,32.8951633,-96.8945916,Restaurant,4.1,21
EL POLLITO LOCO,Routine,9/5/2019,91,3068,FOREST,201,75234,3068 FOREST LN 201,9/1/2019,FY2019,32.9090218,-96.8728261,Restaurant,3.5,78
EL POLLO FRIED CHICKEN,Routine,10/24/2019,85,2910,RUDER,#B,75212,2910 RUDER ST #B,10/1/2019,FY2020,32.7781966,-96.9183563,Restaurant,3.7,22
EL POLLO REGIO,Routine,12/4/2019,88,11322,GARLAND,,75218,11322 GARLAND RD,12/1/2019,FY2020,32.8485764,-96.6834644,Restaurant,3.8,679
EL POLLO REGIO,Routine,10/28/2019,86,12107,ABRAMS,,75243,12107 ABRAMS RD,10/1/2019,FY2020,32.9130248,-96.7358306,Restaurant,3.8,447
EL POLLO REGIO,Routine,10/17/2019,91,1939,BUCKNER,,75217,1939 S BUCKNER BLVD,10/1/2019,FY2020,32.7454669,-96.6832138,Restaurant,3.7,751
EL POLLO REGIO,Routine,10/31/2019,88,2716,DAVIS,,75211,2716 W DAVIS ST,10/1/2019,FY2020,32.7491243,-96.8629474,Restaurant,4,730
EL POLLO REGIO,Routine,9/26/2019,82,2410,ILLINOIS,,75233,2410 W ILLINOIS AVE,9/1/2019,FY2019,32.7200141,-96.8574247,Restaurant,4,747
EL POLLO REGIO,Routine,9/3/2019,91,3130,NORTHWEST,,75220,3130 W NORTHWEST HWY,9/1/2019,FY2019,32.8548093,-96.8667971,Restaurant,3.8,391
EL POLLO REGIO,Routine,7/12/2019,85,4228,CAMP WISDOM,,75237,4228 W CAMP WISDOM RD,7/1/2019,FY2019,32.6615559,-96.8887621,Restaurant,4.2,859
EL POLLO REGIO,Routine,5/21/2019,84,6614,NORTHWEST,,75231,6614 E NORTHWEST HWY,5/1/2019,FY2019,32.8560028,-96.7463538,Restaurant,3.5,279
EL POLLO REGIO,Routine,10/3/2018,82,3605,FOREST,,75234,3605 FOREST LN,10/1/2018,FY2019,32.9101007,-96.8586498,Restaurant,4,203
EL PUEBLO MEXICAN RESTAURANT,Routine,8/14/2019,87,525,JEFFERSON,#A,75203,525 E JEFFERSON BLVD #A,8/1/2019,FY2019,32.7467958,-96.817047,Restaurant,4.3,224
EL PULPO RESTAURANT,Routine,12/9/2019,81,7918,LAKE JUNE,,75217,7918 LAKE JUNE RD,12/1/2019,FY2020,32.7339384,-96.6857413,Restaurant,4,673
EL PULPO RESTAURANT,Routine,9/12/2019,98,2320,TWELTH,,75208,2320 W TWELTH ST,9/1/2019,FY2019,32.7409964,-96.8562286,Restaurant,3.9,348
EL PUNTO G,Routine,2/2/2017,85,1220,RIVERBEND,#103,75247,1220 RIVERBEND DR #103,2/1/2017,FY2017,32.8162731,-96.863496,Restaurant,4.5,79
EL RANCHITO & CLUB,Routine,11/6/2019,70,610,JEFFERSON,,75208,610 W JEFFERSON BLVD,11/1/2019,FY2020,32.7428881,-96.8326709,Restaurant,4.3,1953
EL REY DEL SABOR RESTAURANTE MEXICANO,Routine,12/30/2019,99,1600,BUCKNER,,75217,1600 S BUCKNER BLVD,12/1/2019,FY2020,32.7394631,-96.6821148,Restaurant,4.3,241
EL RIO GRANDE (CREMERIA),Routine,3/7/2019,90,10909,WEBB CHAPEL,#131,75229,10909 WEBB CHAPEL RD #131,3/1/2019,FY2019,32.8972984,-96.8717833,Restaurant,3.6,36
EL RIO GRANDE SUPERMARKET - JUICE BAR,Routine,10/9/2019,96,10325,LAKE JUNE,#400,75217,10325 LAKE JUNE RD #400,10/1/2019,FY2020,32.7358302,-96.6460235,Restaurant,3.3,476
EL RUIDOSO NIGHT CLUB,Routine,4/28/2018,90,3320,SAMUELL,,75225,3320 SAMUELL BLVD,4/1/2018,FY2018,32.7926109,-96.738056,Restaurant,2.8,21
EL SABOR DE MI TIERRA,Routine,1/3/2020,87,8630,RL THORNTON,#101,75228,8630 E RL THORNTON FRWY #101,1/1/2020,FY2020,32.793496,-96.694139,Restaurant,5,2
EL TACASO,Routine,11/20/2019,96,2739,NORTHWEST,,75220,2739 W NORTHWEST HWY,11/1/2019,FY2020,32.8585335,-96.8744521,Restaurant,3.8,99
EL TACASO,Routine,10/23/2019,95,10025,HARRY HINES,,75220,10025 HARRY HINES BLVD,10/1/2019,FY2020,32.8590988,-96.8813648,Restaurant,4.3,4
EL TACASO BACKROOM,Routine,11/8/2019,80,902,WESTMORELAND,REAR,75211,902 N WESTMORELAND RD REAR,11/1/2019,FY2020,32.7526757,-96.873773,Restaurant,3.9,531
EL TAQUITO,Routine,1/9/2020,93,5427,EAST GRAND,,75223,5427 EAST GRAND AVE,1/1/2020,FY2020,32.7927249,-96.7488778,Restaurant,4.4,950
EL TAXQUENO TAQUERIA,Routine,8/12/2019,89,207,SUFFOLK,#B,75208,207 W SUFFOLK AVE #B,8/1/2019,FY2019,32.7365159,-96.8249454,Restaurant,4.6,162
EL TIBURON SEAFOOD,Routine,12/17/2019,82,5522,COLUMBIA,,75214,5522 COLUMBIA AVE,12/1/2019,FY2020,32.8003666,-96.7566259,Restaurant,4.1,107
EL TIZONCITO,Routine,7/9/2019,94,3318,FOREST,#100,75234,3318 FOREST LN #100,7/1/2019,FY2019,32.9091681,-96.8683922,Restaurant,4.4,863
EL VECINO,Routine,10/9/2019,91,718,BUCKNER,#108,75218,718 N BUCKNER BLVD #108,10/1/2019,FY2020,32.8463456,-96.7108124,Restaurant,4.3,262
EL VOCHITO TAQUERIA RETAURANTE,Routine,7/17/2019,86,140,BUCKNER,#A,75217,140 S BUCKNER BLVD #A,7/1/2019,FY2019,32.7144409,-96.6824217,Restaurant,4,110
ELAINE'S KITCHEN,Routine,8/28/2019,87,2717,MLK,,75215,2717 MLK BLVD,8/1/2019,FY2019,32.7689165,-96.769551,Restaurant,4.3,1309
ELLEN'S SOUTHERN KITCHEN,Routine,2/14/2017,84,1718,MARKET,,75202,1718 N MARKET ST,2/1/2017,FY2017,32.7822315,-96.8067815,Restaurant,3.5,1340
ELROD'S COST PLUS,Routine,2/12/2019,90,1314,BUCKNER,,75217,1314 S BUCKNER BLVD,2/1/2019,FY2019,32.7350896,-96.6815796,Restaurant,4,89
EMERALD CITY,Routine,9/26/2019,95,2532,MLK,,75215,2532 MLK BLVD,9/1/2019,FY2019,32.7666882,-96.770683,Restaurant,4.6,560
EMILIO'S MEXICAN KITCHEN,Routine,8/27/2019,81,6243,RETAIL,,75201,6243 RETAIL RD,8/1/2019,FY2019,32.8621899,-96.7524909,Restaurant,4.6,61
EMILY'S PIZZA AND PASTA,Routine,12/3/2019,95,18110,MIDWAY,#104,75287,18110 MIDWAY RD #104,12/1/2019,FY2020,32.9962566,-96.8426795,Restaurant,3.9,96
ENCANTO,Routine,1/14/2020,95,831,DAVIS,,75208,831 W DAVIS ST,1/1/2020,FY2020,32.7496807,-96.8370938,Restaurant,4.6,639
ENCHILADA'S,Routine,11/11/2019,84,7050,GREENVILLE,,75231,7050 GREENVILLE AVE,11/1/2019,FY2020,32.8746627,-96.7619231,Restaurant,4.4,1544
ENDLESS TASTE,Routine,1/16/2019,81,4515,VILLAGE FAIR,E-2,75224,4515 VILLAGE FAIR DR E-2,1/1/2019,FY2019,32.6919514,-96.8287796,Restaurant,4.3,3
ENLINK ONE ARTS,Routine,3/18/2019,93,1722,ROUTH,#1000,75201,1722 ROUTH ST #1000,3/1/2019,FY2019,32.7919671,-96.7951263,Restaurant,4.4,336
ENO'S PIZZA TAVERN RESTAURANT,Routine,8/15/2019,85,3111,OLYMPUS,#110,75019,3111 OLYMPUS BLVD #110,8/1/2019,FY2019,32.9361848,-96.9836476,Restaurant,4.6,143
ENO'S SIDE DOUGH,Routine,8/15/2019,100,3111,OLYMPUS,#120,75019,3111 OLYMPUS BLVD #120,8/1/2019,FY2019,32.9361848,-96.9836476,Restaurant,4.6,143
ESPUMOSO,Routine,10/8/2019,89,408,BISHOP,#105,75208,408 N BISHOP AVE #105,10/1/2019,FY2020,32.7483533,-96.8279852,Restaurant,4.5,480
EUREKA DALLAS,Routine,9/12/2019,92,3700,MCKINNEY,#126,75204,3700 MCKINNEY AVE #126,9/1/2019,FY2019,32.8076932,-96.7962127,Restaurant,4,437
EUROMART,Routine,7/3/2019,80,12243,NORTHWEST,#103,75228,12243 E NORTHWEST HWY #103,7/1/2019,FY2019,32.8646812,-96.6687113,Restaurant,4.8,120
EUROPEAN IN TEXAS MARKET AND DELI,Routine,7/2/2019,98,11613,CENTRAL,#111A,75243,11613 N CENTRAL EXPW #111A,7/1/2019,FY2019,32.9078307,-96.7700118,Restaurant,4,970
EVA CAFE,Routine,9/17/2019,80,12404,PARK CENTRAL,#110,75251,12404 PARK CENTRAL DR #110,9/1/2019,FY2019,32.9171684,-96.7752828,Restaurant,4.5,2
EXTERIOR BAR,Routine,12/19/2018,86,2711,ELM,,75226,2711 ELM ST,12/1/2018,FY2019,32.7847378,-96.7843315,Restaurant,4.1,705
EXXON RAYYAN,Routine,10/11/2018,80,3003,ILLINOIS,,75216,3003 E ILLINOIS AVE,10/1/2018,FY2019,32.7171343,-96.7762941,Restaurant,4.3,61
FADI'S MEDITERRAIAN GRILL,Routine,8/26/2019,81,3001,KNOX,#110,75205,3001 KNOX ST #110,8/1/2019,FY2019,32.8213481,-96.7871751,Restaurant,4.3,1240
FAMILIA FOOD MARKET,Routine,2/17/2019,98,4523,MAPLE,,75219,4523 MAPLE AVE,2/1/2019,FY2019,32.8119192,-96.8236598,Restaurant,4.1,140
FAMILY PANCAKE HOUSE RESTAURANT,Routine,9/27/2019,83,425,ILLINOIS,,75224,425 W ILLINOIS AVE,9/1/2019,FY2019,32.720823,-96.8293007,Restaurant,4,261
FAMOUS FAMIGLIA PIZZERIA,Routine,10/8/2019,99,7722,FOREST,,75230,7722 FOREST LN,10/1/2019,FY2020,32.909294,-96.773797,Restaurant,5,1
FANCY CAKES BY LAUREN,Routine,11/19/2019,98,11111,CENTRAL,,75243,11111 N CENTRAL EXPW,11/1/2019,FY2020,32.9005956,-96.7698548,Restaurant,4.5,1351
FANTASY CAKES,Routine,7/12/2019,95,2534,ROYAL,#A-10,75229,2534 ROYAL LN #A-10,7/1/2019,FY2019,32.8949912,-96.8950426,Restaurant,4.1,21
FAST FURIOUS,Follow-up,9/13/2019,90,5915,GREENVILLE,,75206,5915 GREENVILLE AVE,9/1/2019,FY2019,32.8573668,-96.7690069,Restaurant,4.6,198
FAST WOK,Routine,10/31/2019,77,9730,WEBB CHAPEL,,75220,9730 WEBB CHAPEL RD,10/1/2019,FY2020,32.8686264,-96.8644655,Restaurant,3.7,3
FAYE'S PLACE,Routine,9/20/2019,94,1718,EWING,,75216,1718 S EWING AVE,9/1/2019,FY2019,32.7268714,-96.8109159,Restaurant,4.6,86
FEED COMPANY,Routine,9/16/2019,88,5631,ALTA,,75206,5631 ALTA AVE,9/1/2019,FY2019,32.8135619,-96.770996,Restaurant,4.6,153
FELIX CULPA,Routine,2/19/2019,89,3001,HENDERSON,,75206,3001 N HENDERSON AVE,2/1/2019,FY2019,32.8212332,-96.7856493,Restaurant,4.6,240
FERGUSON FOOD MART,Routine,1/9/2020,96,10750,FERGUSON,#110,75228,10750 FERGUSON RD #110,1/1/2020,FY2020,32.8419631,-96.6647726,Restaurant,4,405
FERNANDOS MEXICAN CUISINE,Routine,3/19/2018,91,4514,TRAVIS,#201,75205,4514 TRAVIS ST STE #201,3/1/2018,FY2018,32.8223156,-96.7904375,Restaurant,4.6,332
FIESTA DE FRUTAS,Routine,12/6/2019,84,1201,ELM,#LL15,75202,1201 ELM ST #LL15,12/1/2019,FY2020,32.7811736,-96.8023662,Restaurant,3.5,46
