Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
A & A MART,Routine,5/14/2019,81,309,MARSALIS,,75203,309 S MARSALIS AVE,5/1/2019,FY2019,32.7444815,-96.8160463,Restaurant,3.8,717
A & J BAKERY,Routine,4/30/2019,92,3515,OAK LAWN,,75219,3515 OAK LAWN AVE,4/1/2019,FY2019,32.8123799,-96.8054238,Restaurant,4,60
A & K MART,Routine,2/7/2019,98,5723,SINGLETON,,75212,5723 SINGLETON BLVD,2/1/2019,FY2019,32.7789351,-96.9141423,Restaurant,4.3,23
A MOTIONS FOOD MART,Routine,2/22/2018,80,829,CORINTH ST,,75203,829 S CORINTH ST RD,2/1/2018,FY2018,32.7394658,-96.7988631,Restaurant,,
A PLUS GROCERY BEER & WINE,Routine,2/14/2019,82,4407,MOCKINGBIRD,,75209,4407 W MOCKINGBIRD LN,2/1/2019,FY2019,32.836885,-96.830941,Restaurant,4.3,44
A SANDWICH SHOP,Routine,1/28/2019,92,8333,DOUGLAS,#C140,75225,8333 DOUGLAS AVE #C140,1/1/2019,FY2019,32.8640379,-96.8094783,Restaurant,5,1
A TASTE OF WAYS CATERING,Routine,12/11/2019,97,2949,KIEST,#A,75216,2949 E KIEST BLVD #A,12/1/2019,FY2020,32.7263344,-96.7864191,Restaurant,4.6,97
A TO Z FOOD MART,Routine,6/17/2019,97,2120,ST AUGUSTINE,#130,75227,2120 N ST AUGUSTINE RD #130,6/1/2019,FY2019,32.7493863,-96.6561699,Restaurant,4.4,96
A-MOTION FOOD MART,Routine,3/14/2019,80,829,CORINTH,,75203,829 S CORINTH,3/1/2019,FY2019,32.7394658,-96.7988631,Restaurant,,
A-PLUS EXPRESS KIOSK,Routine,12/7/2017,99,1500,MARILLA,1ST,75201,1500 MARILLA ST 1ST,12/1/2017,FY2018,32.7764068,-96.7970783,Restaurant,2.8,4
A&A PIZZA,Routine,9/30/2019,92,900,CORINTH,,75203,900 S CORINTH ST,9/1/2019,FY2019,32.7388803,-96.7983201,Restaurant,4.5,95
AB WINGS,Routine,12/2/2019,91,3628,FRANKFORD,#290,75287,3628 FRANKFORD RD #290,12/1/2019,FY2020,32.9955472,-96.8543978,Restaurant,4.5,202
ABACUS,Routine,3/19/2019,81,4511,MCKINNEY,,75205,4511 MCKINNEY AVE,3/1/2019,FY2019,32.8216282,-96.7885136,Restaurant,4.6,376
ABBY RESTAURANT,Routine,4/13/2019,97,10788,HARRY HINES,#G-08,75220,10788 HARRY HINES BLVD #G-08,4/1/2019,FY2019,32.8741288,-96.8828494,Restaurant,3.4,9
ABRAMS FOOD & BEER WINE,Routine,5/7/2019,88,12121,ABRAMS,,75243,12121 ABRAMS RD,5/1/2019,FY2019,32.913458,-96.735984,Restaurant,4,120
ABUGEDA GROCERY,Routine,11/14/2019,94,12101,GREENVILLE,#107,75243,12101 GREENVILLE AVE #107,11/1/2019,FY2020,32.9131512,-96.7461457,Restaurant,4.7,1096
ABYSSINIA MARKET,Routine,10/3/2019,93,9191,FOREST,#1A,75243,9191 FOREST LN #1A,10/1/2019,FY2020,32.9095931,-96.7437958,Restaurant,4.2,154
ACA LAS TORTAS,Routine,7/3/2019,80,4420,WORTH,,75246,4420 WORTH ST,7/1/2019,FY2019,32.7945863,-96.7713448,Restaurant,4.7,152
ADAM'S KABOB & GRILL,Routine,2/27/2019,94,8024,SPRING VALLEY,,75240,8024 SPRING VALLEY RD,2/1/2019,FY2019,32.9391932,-96.7681575,Restaurant,3.7,352
ADERRT GRILL & SALAD,Routine,8/29/2019,75,13410,PRESTON,#J,75240,13410 PRESTON RD #J,8/1/2019,FY2019,32.930472,-96.8024885,Restaurant,4.6,218
ADMIRALS CONCRETE FOUNDATION CLUB,Routine,2/19/2019,100,2500,VICTORY,,75205,2500 VICTORY AVE,2/1/2019,FY2019,32.7903143,-96.810148,Restaurant,1,1
AFRICAN KITCHEN,Routine,9/20/2019,89,4515,VILLAGE FAIR,#E-4,75224,4515 VILLAGE FAIR DR #E-4,9/1/2019,FY2019,32.6919514,-96.8287796,Restaurant,4.3,3
AGA'S BIRYANI & BBQ,Routine,10/28/2019,80,11276,HARRY HINES,#103,75229,11276 HARRY HINES BLVD #103,10/1/2019,FY2020,32.8925762,-96.8895164,Restaurant,4.3,248
AGU A RAMEN BISTRO,Routine,8/28/2019,88,5331,MOCKINGBIRD,125,75206,5331 E MOCKINGBIRD 125,8/1/2019,FY2019,32.8376887,-96.7762529,Restaurant,4.4,39
AGUAS FRESCAS Y MAS,Routine,11/20/2018,87,803,BEACON,#300,75223,803 S BEACON ST #300,11/1/2018,FY2019,32.796365,-96.7506275,Restaurant,4.3,144
AI GOODS,Routine,3/28/2018,92,4858,EAST GRAND,#A,75223,4858 EAST GRAND AVE #A,3/1/2018,FY2018,32.7874716,-96.7535956,Restaurant,3,1
AI SUSHI SAKE GRILL,Routine,9/26/2019,86,4123,CEDAR SPRINGS,#102,75219,4123 CEDAR SPRINGS RD #102,9/1/2019,FY2019,32.8116443,-96.8132487,Restaurant,4.2,19
AJOOMMA,Routine,1/10/2019,89,2240,ROYAL,#306,75229,2240 ROYAL LN #306,1/1/2019,FY2019,32.8944061,-96.903222,Restaurant,4.1,550
AJOOMMA SUNDAE,Routine,7/1/2019,81,2240,ROYAL,#304,75229,2240 ROYAL LN #304,7/1/2019,FY2019,32.8944061,-96.903222,Restaurant,4.1,550
AL BIERNAT'S NORTH,Routine,1/2/2020,86,5251,SPRING VALLEY,,75254,5251 SPRING VALLEY RD,1/1/2020,FY2020,32.9398121,-96.8192318,Restaurant,4.6,580
AL CHILE,Routine,12/31/2019,86,2643,HAMPTON,,75224,2643 S HAMPTON RD,12/1/2019,FY2020,32.7189178,-96.8574394,Restaurant,3.9,180
AL FOOD MART/ GROCERY,Routine,12/9/2019,93,7150,CHAUCER,#108,75232,7150 CHAUCER PL #108,12/1/2019,FY2020,32.6557784,-96.8458204,Restaurant,5,2
AL KABOB GRILL & CAFE,Follow-up,11/13/2019,80,11357,HARRY HINES,,75220,11357 HARRY HINES BLVD,11/1/2019,FY2020,32.8942196,-96.8914497,Restaurant,4.1,467
ALAMO DRAFTHOUSE BAR,Routine,12/3/2019,97,6770,ABRAMS,,75231,6770 ABRAMS,12/1/2019,FY2020,32.8673664,-96.7415379,Restaurant,3.9,276
ALDEEZ SPORTS BAR AND LOUNGE,Routine,8/29/2019,74,7879,SPRING VALLEY,#115,75254,7879 SPRING VALLEY RD #115,8/1/2019,FY2019,32.941281,-96.7697471,Restaurant,4,693
ALDI,Routine,12/2/2019,100,3632,FRANKFORD,,75287,3632 FRANKFORD RD,12/1/2019,FY2020,32.9956878,-96.8542551,Restaurant,5,6
ALDI,Routine,11/20/2018,93,2440,ILLINOIS,,75233,2440 W ILLINOIS AVE,11/1/2018,FY2019,32.7189639,-96.8581345,Restaurant,3.9,109
ALFONSO'S ITALIAN RESTAUR,Routine,10/11/2019,88,718,BUCKNER,#222,75218,718 N BUCKNER BLVD #222,10/1/2019,FY2020,32.8463456,-96.7108124,Restaurant,4.3,262
ALFREDO'S PIZZA & PASTA,Routine,9/18/2019,89,4043,TRINITY MILLS,#108,75252,4043 TRINITY MILLS RD #108,9/1/2019,FY2019,32.9877251,-96.8433495,Restaurant,2.3,4
ALICE,Follow-up,7/10/2019,80,1623,HALL,#103,75204,1623 N HALL ST #103,7/1/2019,FY2019,32.7951016,-96.7890195,Bar,4.3,288
ALL N GO,Routine,2/10/2019,89,3025,WEBB CHAPEL,,75220,3025 WEBB CHAPEL EXT,2/1/2019,FY2019,32.8587334,-96.8688169,Restaurant,4.4,43
ALOHA BAR-B-QUE,Routine,8/1/2019,80,5610,LEMMON,#A1,75209,5610 LEMMON AVE #A1,8/1/2019,FY2019,32.8290387,-96.8247515,Restaurant,4.1,1350
ALONTI CAFE,Routine,9/13/2019,86,1150,EMPIRE CENTRAL,#100,75247,1150 EMPIRE CENTRAL DR #100,9/1/2019,FY2019,32.8241284,-96.875156,Restaurant,4.5,25
ALONTI DELI,Routine,12/12/2018,96,901,MAIN,#C-10,75202,901 MAIN ST #C-10,12/1/2018,FY2019,32.7801861,-96.8034924,Restaurant,4.5,104
AMAZING ROSA SNACK STOP,Routine,2/23/2017,82,3662,CAMP WISDOM,C1054,75237,3662 W CAMP WISDOM RD STE C1054,2/1/2017,FY2017,32.6594139,-96.8775081,Restaurant,4,24
AMAZING THAI,Routine,1/5/2017,93,13021,COIT,#100,75240,13021 COIT RD #100,1/1/2017,FY2017,32.9260723,-96.7697262,Restaurant,4.5,619
AMAZING WRAP,Routine,12/5/2019,89,901,MAIN,C106A,75202,901 MAIN ST C106A,12/1/2019,FY2020,32.7801887,-96.803493,Restaurant,4.5,104
AMBALA GRILL,Routine,10/19/2016,85,11641,HARRY HINES,#201,75229,11641 HARRY HINES BLVD #201,10/1/2016,FY2017,32.9058526,-96.8951379,Restaurant,4.1,199
AMBER JAX,Routine,8/26/2019,83,3011,GULDEN,#107,75212,3011 GULDEN LN #107,8/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
AMERICA'S BEST WINGS,Routine,9/3/2019,85,4333,GANNON,#113,75237,4333 GANNON LN #113,9/1/2019,FY2019,32.656946,-96.8899146,Restaurant,4.2,300
AMERICAN BUTCHERS,Routine,1/22/2019,93,920,HARWOOD,#156,75201,920 S HARWOOD ST #156,1/1/2019,FY2019,32.77747,-96.7900856,Restaurant,4.4,355
AMERICAN DOLLAR +,Routine,2/12/2019,97,9770,FOREST,,75243,9770 FOREST LN,2/1/2019,FY2019,32.9090126,-96.7190959,Restaurant,4.6,8
AMERICAN GIRL BOUTIQUES AND BISTRO,Routine,1/13/2020,96,13464,DALLAS,,75240,13464 DALLAS PKWY,1/1/2020,FY2020,32.9316646,-96.8211239,Restaurant,4.4,612
AMERICAS BEST WINGS,Routine,8/27/2019,90,655,ILLINOIS,#729,75224,655 W ILLINOIS AVE #729,8/1/2019,FY2019,32.7222271,-96.8316916,Restaurant,4.2,746
AMIGO SUPERMART,Routine,1/14/2020,80,3726,DAVIS,,75211,3726 W DAVIS ST,1/1/2020,FY2020,32.7492894,-96.8803255,Restaurant,3.8,19
AMIGO'S FAST FOOD,Routine,12/6/2019,80,7048,MILITARY,,75227,7048 MILITARY PKWY,12/1/2019,FY2020,32.7718363,-96.6978578,Restaurant,4.2,103
AMIGOS SNACKS,Routine,12/5/2019,81,1150,KIEST,#222,75224,1150 W KIEST BLVD #222,12/1/2019,FY2020,32.7050521,-96.8419257,Restaurant,4.4,104
AMNESIA,Routine,4/30/2019,97,1707,LAMAR,,75215,1707 S LAMAR ST,4/1/2019,FY2019,32.7659522,-96.7933112,Restaurant,4.4,293
ANDERSON'S BBQ,Routine,11/19/2019,92,5410,HARRY HINES,,75235,5410 HARRY HINES BLVD,11/1/2019,FY2020,32.814348,-96.8396469,Restaurant,4.6,784
ANDREAS RESTAURANT,Routine,5/16/2019,87,7260,GASTON,,75214,7260 GASTON AVE,5/1/2019,FY2019,32.8122088,-96.731817,Bar,4.3,542
ANDY'S FOOD MART,Routine,7/25/2019,80,2403,FITZHUGH,,75204,2403 N FITZHUGH AVE,7/1/2019,FY2019,32.8112481,-96.7826488,Restaurant,4.1,214
ANDY'S FROZEN CUSTARD,Routine,5/10/2019,82,9655,AUDELIA,,75238,9655 AUDELIA RD,5/1/2019,FY2019,32.877804,-96.7183381,Restaurant,4.7,530
ANGEL CHICKEN KITCHEN,Routine,1/6/2020,94,7632,CAMPBELL,#314,75248,7632 CAMPBELL RD #314,1/1/2020,FY2020,32.977151,-96.7686986,Restaurant,4.2,285
ANGELICA'S MEXICAN RESTAURANT,Routine,1/10/2020,91,951,BELTLINE,B,75253,951 S BELTLINE RD B,1/1/2020,FY2020,32.6880531,-96.5883907,Restaurant,4.2,239
ANGELIKA CAFE,Routine,1/16/2019,92,5321,MOCKINGBIRD,#201A,75206,5321 E MOCKINGBIRD LN #201A,1/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
ANGELO & VITO'S PIZZERIA,Routine,9/13/2019,93,4520,FRANKFORD,#400,75287,4520 FRANKFORD RD #400,9/1/2019,FY2019,32.9968941,-96.8310383,Restaurant,4.4,969
ANGRY DOG,Routine,9/16/2019,93,2726,COMMERCE,,75226,2726 COMMERCE ST,9/1/2019,FY2019,32.7828812,-96.7835467,Bar,4.5,1746
ANNA'S DELI,Routine,3/25/2019,80,7777,FOREST,C-A92,75230,7777 FOREST LN # C-A92,3/1/2019,FY2019,32.9115179,-96.7740574,Restaurant,4.3,13
ANNIE'S CULINARY CREATIONS,Routine,6/7/2018,95,1908,HENDERSON,,75206,1908 N HENDERSON AVE E,6/1/2018,FY2018,32.8114806,-96.7743813,Bar,3.9,225
ANOTHER BROKEN EGG CAFE,Routine,8/14/2019,95,4520,FRANKFORD,#100,75287,4520 FRANKFORD RD #100,8/1/2019,FY2019,32.9968941,-96.8310383,Restaurant,4.4,969
ANOTHER BROKEN EGG CAFE,Routine,12/27/2018,92,1152,BUCKNER,101H,75218,1152 N BUCKNER BLVD STE 101H,12/1/2018,FY2019,32.8342578,-96.7023517,Restaurant,4.5,551
ANTOJITOS AZTECA,Routine,5/20/2019,80,2838,CLARENDON,,75211,2838 W CLARENDON DR,5/1/2019,FY2019,32.7342805,-96.8682513,Restaurant,4.2,214
ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,Routine,7/22/2019,88,301,JEFFERSON,,75203,301 E JEFFERSON BLVD,7/1/2019,FY2019,32.7452846,-96.8206556,Restaurant,4.4,129
APATZINGAN TAQUERIA,Routine,7/18/2019,96,9732,WEBB CHAPEL,,75220,9732 WEBB CHAPEL RD,7/1/2019,FY2019,32.8687929,-96.8644098,Restaurant,4.2,55
APPLEBEE'S,Routine,9/19/2019,91,3426,ILLINOIS,,75211,3426 W ILLINOIS AVE,9/1/2019,FY2019,32.7198629,-96.8761909,Restaurant,4,2042
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,Routine,11/22/2019,86,6464,NORTHWEST,510,75225,6464 W NORTHWEST HWY 510,11/1/2019,FY2020,32.8581213,-96.7529596,Restaurant,3.9,1767
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,Routine,8/15/2019,96,3565,FRANKFORD,,75287,3565 FRANKFORD RD,8/1/2019,FY2019,32.9975869,-96.8570168,Restaurant,4,2249
AQUI ME QUEDO,Routine,12/9/2019,80,7840,LAKE JUNE,#B,75217,7840 LAKE JUNE RD STE #B,12/1/2019,FY2020,32.7338849,-96.6867439,Restaurant,4.1,37
ARBOR KITCHEN,Routine,9/18/2019,93,2101,STEMMONS,,75207,2101 N STEMMONS FRWY,9/1/2019,FY2019,32.800448,-96.8251538,Restaurant,5,1
ARBY'S,Routine,12/13/2019,98,5350,HARRY HINES,,75235,5350 HARRY HINES BLVD,12/1/2019,FY2020,32.8137954,-96.8389143,Restaurant,3.9,307
ARCO IRIS PRIVATE CLUB,Routine,6/19/2019,89,310,BECKLEY,,75203,310 S BECKLEY AVE,6/1/2019,FY2019,32.7430576,-96.8226517,Restaurant,3.7,458
ARELLANOS SNACK SHACK,Routine,1/28/2019,94,3525,ASH,#100,75223,3525 ASH LN #100,1/1/2019,FY2019,32.7815384,-96.7688489,Restaurant,4.2,17
AREPA TX,Routine,10/17/2019,86,5940,ROYAL,,75243,5940 ROYAL LN,10/1/2019,FY2020,32.8944415,-96.8054576,Restaurant,4.3,87
ARIF CAFE,Routine,12/4/2019,92,8367,PARK,,75231,8367 PARK LN,12/1/2019,FY2020,32.8713168,-96.7605451,Restaurant,4.9,20
ASCENSION COFFEE,Routine,1/9/2020,82,1601,ELM,#120,75201,1601 ELM ST #120,1/1/2020,FY2020,32.7819269,-96.798179,Restaurant,4.5,271
ASCENSION COFFEE,Routine,8/15/2019,89,3121,OLYMPUS,#170,75207,3121 OLYMPUS BLVD #170,8/1/2019,FY2019,32.9366833,-96.9833965,Restaurant,4.3,105
ASCENSION COFFEE,Routine,2/15/2019,96,1621,OAK LAWN,#A,75207,1621 OAK LAWN AVE #A,2/1/2019,FY2019,32.7970083,-96.8201522,Bar,4.5,1679
ASCENSION COFFEE,Routine,1/23/2019,82,200,CRESCENT,#40,75201,200 CRESCENT CT #40,1/1/2019,FY2019,32.7936538,-96.8039079,Cafe,4.4,335
ASI ES MI TIERRA,Routine,8/21/2018,91,2215,OATES,#C,75228,2215 OATES DR #C,8/1/2018,FY2018,32.8218047,-96.6775535,Restaurant,4.3,12
ASIA STAR,Routine,1/8/2020,89,5365,SPRING VALLEY,#140,75254,5365 SPRING VALLEY RD #140,1/1/2020,FY2020,32.9398943,-96.8155165,Restaurant,4.4,389
ASIA WOK,Routine,12/9/2019,82,901,MAIN,#C122,75202,901 MAIN ST #C122,12/1/2019,FY2020,32.7801861,-96.8034924,Restaurant,4.5,104
ASIAN GROCERY,Routine,9/24/2019,80,9191,FOREST,#3,75243,9191 FOREST LN #3,9/1/2019,FY2019,32.9095931,-96.7437958,Restaurant,4.2,154
ASIAN MINT,Routine,7/1/2019,85,11617,CENTRAL,#135,75243,11617 N CENTRAL EXPW #135,7/1/2019,FY2019,32.9083912,-96.7714134,Restaurant,4.5,1123
ASIAN STAR BUFFET,Routine,12/4/2019,86,9208,RL THORNTON,#112,75228,9208 E RL THORNTON FRWY #112,12/1/2019,FY2020,32.7951937,-96.6869278,Restaurant,3.7,459
ASO ROCK RESTAURANT & LOUNGE,Follow-up,9/6/2019,85,9220,SKILLMAN,#115,75243,9220 SKILLMAN ST #115,9/1/2019,FY2019,32.9021992,-96.7143254,Restaurant,4,178
ATOMIC PIE,Routine,1/3/2019,84,9660,AUDELIA,#117,75238,9660 AUDELIA RD STE #117,1/1/2019,FY2019,32.877936,-96.7165143,Restaurant,5,8
AUNT IRENE'S KITCHEN & CATERING,Routine,9/18/2019,90,3309,MALCOLM X,#A,75216,3309 S MALCOLM X BLVD #A,9/1/2019,FY2019,32.766612,-96.765867,Restaurant,4.5,1700
AUNTIE ANNE'S,Routine,2/11/2019,94,13350,DALLAS,#3290,75240,13350 DALLAS PKWY #3290,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
AUTRY'S GROCERY,Routine,10/28/2019,82,4903,LANCASTER,,75216,4903 S LANCASTER RD,10/1/2019,FY2020,32.6885549,-96.7911265,Restaurant,4.2,825
AVANTI RISTORANTI,Routine,9/18/2019,90,2720,MCKINNEY,,75204,2720 MCKINNEY AVE,9/1/2019,FY2019,32.7980902,-96.8009078,Bar,4.5,306
AVENUE,Routine,7/6/2018,94,2912,MCKINNEY,,75204,2912 MCKINNEY AVE,7/1/2018,FY2018,32.8000928,-96.8004901,Bar,4.5,630
AVILA'S MEXICAN RESTAURANT,Routine,8/15/2019,87,4714,MAPLE,,75219,4714 MAPLE AVE,8/1/2019,FY2019,32.8142446,-96.825521,Restaurant,4.5,865
AW SHUCKS,Routine,8/14/2019,85,3601,GREENVILLE,,75206,3601 GREENVILLE AVE,8/1/2019,FY2019,32.8310141,-96.7703297,Restaurant,4.5,1417
AZ FOOD MART,Routine,12/5/2018,87,19059,MARSH LANE,,75287,19059 MARSH LANE,12/1/2018,FY2019,33.011349,-96.857787,Restaurant,5,25
AZUCAR ICE CREAM,Routine,10/16/2019,95,269,BISHOP,,75208,269 N BISHOP AVE,10/1/2019,FY2020,32.7469075,-96.8284073,Restaurant,4.2,169
B & B NEWS & MORE,Routine,2/13/2019,98,13350,DALLAS,#3395,75240,13350 DALLAS PKWY #3395,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
B & K SMOKEHOUSE,Routine,7/8/2019,84,5002,HOHEN,,75215,5002 HOHEN AVE,7/1/2019,FY2019,32.747449,-96.760063,Restaurant,4.8,12
B CAKE CAFE,Routine,10/28/2019,80,9780,WALNUT,#280,75243,9780 WALNUT ST #280,10/1/2019,FY2020,32.9216441,-96.719405,Restaurant,4.3,2106
B-Z SHOP,Routine,1/18/2019,91,7602,GREAT TRINITY FOREST,,75217,7602 GREAT TRINITY FOREST WAY,1/1/2019,FY2019,32.712311,-96.6912575,Restaurant,,
B'S DONUTS,Routine,12/12/2019,96,11738,MARSH,,75229,11738 MARSH LN,12/1/2019,FY2020,32.9087473,-96.8556422,Restaurant,4.4,482
BABB'S BBQ,Routine,8/22/2019,90,3015,GULDEN,#105,75212,3015 GULDEN #105,8/1/2019,FY2019,32.7799436,-96.8281532,Bar,4.3,928
BABOUSH,Routine,8/12/2019,87,3636,MCKINNEY,#160,75204,3636 MCKINNEY AVE #160,8/1/2019,FY2019,32.8073188,-96.7966329,Restaurant,4,437
BABY BACK SHAK,Routine,11/22/2019,87,1800,AKARD,,75215,1800 S AKARD ST,11/1/2019,FY2020,32.7679146,-96.7898787,Bar,4.5,682
BACHMAN LAKE CHEVRON,Routine,6/19/2019,96,3311,NORTHWEST,,75220,3311 W NORTHWEST HWY,6/1/2019,FY2019,32.8563552,-96.8647544,Restaurant,4.3,137
BAHAMA BUCKS,Routine,12/3/2019,98,6780,ABRAMS,#107,75231,6780 ABRAMS RD #107,12/1/2019,FY2020,32.8673669,-96.7415428,Restaurant,3.9,276
BAILEY'S CAFE,Routine,11/28/2018,94,2525,INWOOD,#123,75235,2525 INWOOD RD #123,11/1/2018,FY2019,32.8220933,-96.836398,Restaurant,5,5
BAKER BROS AMERICAN DELI,Routine,3/14/2019,86,5500,GREENVILLE,#1102,75206,5500 GREENVILLE AVE #1102,3/1/2019,FY2019,32.8521485,-96.7683882,Restaurant,3.8,458
BAKERY,Routine,10/10/2019,97,4062,LBJ,,76244,4062 LBJ FRWY,10/1/2019,FY2020,32.9218256,-96.8431324,Cafe,,
BALE I RESTAURANT,Routine,1/14/2020,85,11404,SHILOH,#101,75228,11404 SHILOH RD #101,1/1/2020,FY2020,32.8499653,-96.665232,Restaurant,4.4,27
BALEADAS BY LILI'S BAR AND GRILL,Routine,12/16/2019,93,3215,SHEILA,,75220,3215 SHEILA LN,12/1/2019,FY2020,32.8557301,-96.8676355,Restaurant,3.9,638
BANANA LEAF THAI CUISINE,Routine,10/14/2019,95,17370,PRESTON,#500,75252,17370 PRESTON RD #500,10/1/2019,FY2020,32.9890394,-96.801289,Restaurant,4.4,674
BANGKOK CITY ON GREENVILLE,Routine,12/19/2019,80,4503,GREENVILLE,,75206,4503 GREENVILLE AVE,12/1/2019,FY2020,32.8422611,-96.7704402,Restaurant,4.2,288
BANGKOK CITY RESTAURANT,Routine,9/12/2019,86,4301,BRYAN,#101,75204,4301 BRYAN ST #101,9/1/2019,FY2019,32.7993012,-96.7795551,Restaurant,4.4,566
BANGKOK INN,Routine,8/21/2019,81,6033,ORAM,,75206,6033 ORAM ST,8/1/2019,FY2019,32.814166,-96.7622597,Restaurant,4.4,171
BANGKOK THAI CUISINE RESTAURANT,Routine,9/11/2019,83,10207,CENTRAL,,75230,10207 N CENTRAL EXPW,9/1/2019,FY2019,32.8857848,-96.7709573,Restaurant,4.4,326
BANH MI STATION,Routine,9/5/2019,94,1818,SYLVAN,#C100,75208,1818 SYLVAN AVE #C100,9/1/2019,FY2019,32.7681328,-96.8355187,Restaurant,4.6,100
BANQUET KITCHEN - BALLROOM LEVEL,Routine,10/4/2019,92,1530,MAIN,,75201,1530 MAIN ST,10/1/2019,FY2020,32.7807089,-96.7984434,Restaurant,4.1,1745
BAR,Routine,9/27/2018,100,3025,MAIN,#100,75226,3025 MAIN ST #100,9/1/2018,FY2018,32.7848883,-96.7799061,Restaurant,4.8,187
BAR/KITCHEN(ICE MACHINE ONLY),Routine,2/28/2019,94,2605,ELM,,75226,2605 ELM ST,2/1/2019,FY2019,32.7842786,-96.7863379,Cafe,4,442
BARBACOA AGAVE,Routine,8/27/2019,88,9515,C F HAWN,,75217,9515 C F HAWN FRWY,8/1/2019,FY2019,32.7018271,-96.6582369,Restaurant,4.1,489
BARBACOA AGAVE HIDALGUENSE,Routine,1/6/2020,85,4525,MAPLE,,75219,4525 MAPLE AVE,1/1/2020,FY2020,32.8119833,-96.8237351,Restaurant,4.1,139
BARBEC'S RESTAURANT,Routine,7/10/2019,83,8949,GARLAND,,75218,8949 GARLAND RD,7/1/2019,FY2019,32.8276867,-96.7103109,Restaurant,4.3,758
BARBI'S BAR,Routine,11/23/2018,93,3238,SAMUELL,,75223,3238 SAMUELL BLVD,11/1/2018,FY2019,32.7927417,-96.7388892,Restaurant,4.1,23
BARCADIA,Routine,9/16/2019,97,1917,HENDERSON,,75224,1917 N HENDERSON,9/1/2019,FY2019,32.8116459,-96.775207,Bar,4,631
BARNES & NOBLE,Routine,3/19/2019,99,5959,ROYAL,#616,75230,5959 ROYAL LN #616,3/1/2019,FY2019,32.8958022,-96.805795,Cafe,4.2,125
BASKIN ROBBINS,Routine,1/9/2020,96,2433,KIEST,,75233,2433 W KIEST BLVD,1/1/2020,FY2020,32.7063347,-96.8582392,Bar,4.5,643
BASKIN ROBBINS,Routine,11/22/2019,92,5500,GREENVILLE,#501,75206,5500 GREENVILLE AVE #501,11/1/2019,FY2020,32.8521485,-96.7683882,Restaurant,3.8,458
BASKIN ROBBINS,Routine,12/18/2018,93,8411,PRESTON,#120,75225,8411 PRESTON RD #120,12/1/2018,FY2019,32.8650835,-96.8047058,Restaurant,,
BAYLOR UNIVERSITY MED CTR BAKERY,Routine,8/21/2019,94,3500,GASTON,,75246,3500 GASTON AVE,8/1/2019,FY2019,32.7899372,-96.7805931,Restaurant,3.7,3
BBBOP,Routine,6/4/2018,80,2023,GREENVILLE,#130,75206,2023 GREENVILLE RD #130,6/1/2018,FY2018,32.8152285,-96.7706047,Restaurant,4.4,77
BBBOP SEOUL KITCHEN,Routine,12/23/2019,80,828,DAVIS,,75208,828 W DAVIS ST,12/1/2019,FY2020,32.7493402,-96.8368866,Restaurant,4.6,639
BE RAW FOOD & JUICE RESTAURANT,Routine,7/11/2018,83,6005,BERKSHIRE,,75225,6005 BERKSHIRE LN,7/1/2018,FY2018,32.8650936,-96.8081557,Restaurant,4.3,63
BEAUTY BAR DALLAS,Routine,5/9/2018,90,1924,HENDERSON,,75206,1924 N HENDERSON AVE,5/1/2018,FY2018,32.8119495,-96.7749363,Bar,4,631
BECKLEY DONUTS,Routine,1/28/2019,80,2319,BECKLEY,,75216,2319 S BECKLEY AVE,1/1/2019,FY2019,32.719766,-96.8232457,Restaurant,3.5,387
BECKS PRIME,Routine,7/15/2019,100,5931,FOREST,,75230,5931 FOREST LN,7/1/2019,FY2019,32.9098879,-96.8049343,Restaurant,4.4,410
BELLAGREEN,Routine,7/15/2019,91,8041,WALNUT HILL,,75231,8041 WALNUT HILL LN,7/1/2019,FY2019,32.8814555,-96.7680529,Restaurant,4.3,499
BELLATRINO PIZZERIA & CUCINA,Routine,4/16/2019,86,920,HARWOOD,#201,75201,920 S HARWOOD ST #201,4/1/2019,FY2019,32.77747,-96.7900856,Restaurant,4.4,355
BELMENT CAFE,Routine,1/14/2019,86,9751,WALNUT,#122,75243,9751 WALNUT ST #122,1/1/2019,FY2019,32.9239514,-96.7189877,Restaurant,4.1,50
BENDERS SPORTS & SPIRITS,Routine,4/24/2019,95,18110,MIDWAY,#188,75287,18110 MIDWAY RD #188,4/1/2019,FY2019,32.9962566,-96.8426795,Restaurant,3.9,96
BENIHANA,Routine,10/22/2019,83,7775,BANNER,,75251,7775 BANNER DR,10/1/2019,FY2020,32.9216471,-96.7729473,Restaurant,4.2,2025
BENNY BAGELS LAKEWOOD,Routine,7/8/2019,88,1901,SKILLMAN,,75206,1901 SKILLMAN,7/1/2019,FY2019,32.8128105,-96.762176,Cafe,4.7,313
